Interaction_id,interaction_type,interaction_outcome,follow_up_required,interaction_channel,follow_up_date,customer_id
479,Support Request,Resolved,No ,Chat,2024-10-17,6875
480,Feedback,Unresolved,Yes,Email,2024-10-11,1953
481,Complaint,Implemented,No ,Phone,2024-10-12,8107
482,Complaint,Pending,Yes,Chat,2024-10-12,3479
483,Support Request,Implemented,No ,Phone,2024-11-02,5885
484,Feedback,Implemented,No ,Chat,2024-10-23,361
485,Support Request,Resolved,Yes,Chat,2024-10-13,6694
486,Feedback,Implemented,Yes,Chat,2024-10-15,4746
487,Complaint,Pending,Yes,Phone,2024-10-22,391
488,Complaint,Unresolved,Yes,Phone,2024-10-22,7847
489,Support Request,Implemented,No ,Email,2024-10-18,8339
490,Support Request,Pending,No ,Phone,2024-10-20,3969
491,Support Request,Implemented,No ,Phone,2024-10-21,9984
492,Complaint,Unresolved,Yes,Email,2024-10-07,7008
493,Support Request,Unresolved,Yes,Chat,2024-10-16,8632
494,Support Request,Implemented,No ,Chat,2024-10-18,3936
495,Complaint,Unresolved,Yes,Email,2024-10-05,1266
496,Complaint,Resolved,No ,Phone,2024-10-17,10182
497,Feedback,Resolved,Yes,Chat,2024-10-27,4832
498,Feedback,Implemented,Yes,Email,2024-10-18,4402
499,Support Request,Resolved,No ,Email,2024-10-29,832
500,Complaint,Resolved,Yes,Phone,2024-10-21,251
501,Complaint,Implemented,No ,Chat,2024-10-26,5288
502,Complaint,Pending,Yes,Chat,2024-10-05,6608
503,Complaint,Pending,Yes,Chat,2024-10-12,1801
504,Complaint,Resolved,No ,Phone,2024-10-11,1986
505,Complaint,Resolved,Yes,Phone,2024-10-16,7364
506,Complaint,Unresolved,No ,Email,2024-10-11,5634
507,Support Request,Pending,No ,Phone,2024-10-27,5158
508,Complaint,Pending,No ,Email,2024-10-24,894
509,Feedback,Resolved,No ,Email,2024-10-16,4356
510,Support Request,Implemented,No ,Phone,2024-10-31,8213
511,Support Request,Unresolved,No ,Chat,2024-10-10,9920
512,Complaint,Implemented,No ,Phone,2024-10-06,9520
513,Support Request,Implemented,Yes,Email,2024-10-16,3169
514,Support Request,Unresolved,Yes,Phone,2024-10-07,5769
515,Complaint,Resolved,No ,Email,2024-10-05,1071
516,Support Request,Pending,Yes,Chat,2024-10-07,9301
517,Support Request,Unresolved,No ,Chat,2024-10-19,7023
518,Support Request,Pending,No ,Chat,2024-10-23,9348
519,Support Request,Implemented,Yes,Email,2024-10-16,693
520,Support Request,Pending,No ,Phone,2024-10-12,1744
521,Support Request,Pending,Yes,Chat,2024-10-23,6666
522,Complaint,Pending,No ,Phone,2024-10-07,3478
523,Complaint,Pending,No ,Phone,2024-10-29,8001
524,Feedback,Pending,Yes,Phone,2024-10-10,3916
525,Complaint,Resolved,Yes,Email,2024-10-05,10993
526,Feedback,Pending,Yes,Phone,2024-11-02,6649
527,Complaint,Implemented,Yes,Email,2024-10-23,8452
528,Support Request,Implemented,Yes,Phone,2024-10-23,10663
529,Feedback,Implemented,No ,Phone,2024-10-18,8008
530,Complaint,Resolved,No ,Phone,2024-10-07,2968
531,Support Request,Unresolved,No ,Email,2024-10-18,242
532,Support Request,Unresolved,No ,Chat,2024-10-30,7791
533,Complaint,Pending,No ,Chat,2024-10-07,8668
534,Feedback,Resolved,Yes,Email,2024-10-22,1297
535,Complaint,Implemented,Yes,Chat,2024-10-16,8957
536,Feedback,Resolved,No ,Email,2024-10-13,8849
537,Support Request,Unresolved,No ,Chat,2024-10-25,2565
538,Feedback,Unresolved,No ,Chat,2024-10-20,2574
539,Support Request,Implemented,Yes,Email,2024-10-18,6953
540,Support Request,Resolved,No ,Email,2024-10-13,1269
541,Complaint,Pending,Yes,Email,2024-10-16,3246
542,Complaint,Pending,Yes,Phone,2024-10-04,10274
543,Support Request,Implemented,Yes,Phone,2024-10-25,7043
544,Feedback,Resolved,No ,Phone,2024-10-18,8959
545,Feedback,Unresolved,No ,Chat,2024-10-10,4357
546,Feedback,Implemented,Yes,Email,2024-10-28,6674
547,Complaint,Implemented,Yes,Phone,2024-10-16,9841
548,Support Request,Implemented,Yes,Chat,2024-10-20,7576
549,Complaint,Pending,Yes,Phone,2024-10-12,7061
550,Complaint,Implemented,Yes,Phone,2024-10-07,1251
551,Complaint,Resolved,Yes,Chat,2024-10-25,7427
552,Support Request,Unresolved,No ,Email,2024-10-09,3903
553,Support Request,Resolved,No ,Email,2024-10-25,8048
554,Support Request,Pending,Yes,Chat,2024-10-10,1321
555,Feedback,Unresolved,No ,Chat,2024-10-15,9937
556,Feedback,Implemented,Yes,Phone,2024-10-08,3007
557,Complaint,Unresolved,No ,Phone,2024-10-08,10755
558,Feedback,Unresolved,No ,Email,2024-10-22,6147
559,Feedback,Implemented,No ,Chat,2024-10-26,9909
560,Feedback,Pending,Yes,Chat,2024-11-01,4452
561,Complaint,Resolved,Yes,Phone,2024-10-27,1443
562,Support Request,Pending,No ,Email,2024-10-21,1206
563,Support Request,Pending,Yes,Phone,2024-10-23,10955
564,Feedback,Resolved,No ,Phone,2024-10-25,7985
565,Support Request,Resolved,No ,Chat,2024-10-23,5665
566,Feedback,Implemented,No ,Email,2024-10-25,6330
567,Feedback,Resolved,No ,Email,2024-10-25,8055
568,Complaint,Unresolved,No ,Email,2024-10-06,5545
569,Support Request,Resolved,Yes,Phone,2024-10-16,2283
570,Support Request,Resolved,Yes,Phone,2024-10-26,2798
571,Support Request,Implemented,Yes,Email,2024-10-16,8281
572,Support Request,Resolved,Yes,Chat,2024-10-20,294
573,Feedback,Resolved,No ,Chat,2024-10-13,1999
574,Complaint,Pending,Yes,Email,2024-10-24,5866
575,Support Request,Unresolved,Yes,Email,2024-10-27,6845
576,Feedback,Resolved,No ,Email,2024-10-07,3221
577,Complaint,Pending,Yes,Chat,2024-10-11,10786
578,Feedback,Pending,Yes,Phone,2024-10-07,5689
579,Support Request,Unresolved,Yes,Chat,2024-10-13,5242
580,Feedback,Pending,No ,Phone,2024-10-30,4648
581,Support Request,Resolved,Yes,Phone,2024-11-02,2200
582,Complaint,Unresolved,Yes,Phone,2024-10-26,1013
583,Feedback,Unresolved,No ,Email,2024-10-17,2143
584,Complaint,Resolved,Yes,Chat,2024-10-19,8874
585,Feedback,Unresolved,No ,Chat,2024-10-29,3502
586,Support Request,Pending,Yes,Phone,2024-10-19,2987
587,Feedback,Unresolved,Yes,Email,2024-10-27,2145
588,Feedback,Pending,No ,Phone,2024-10-14,2344
589,Feedback,Implemented,No ,Phone,2024-10-25,10305
590,Complaint,Pending,Yes,Phone,2024-11-02,206
591,Feedback,Pending,Yes,Email,2024-10-14,8885
592,Support Request,Pending,Yes,Email,2024-10-22,9379
593,Feedback,Pending,No ,Chat,2024-10-18,5330
594,Support Request,Resolved,Yes,Email,2024-10-16,3543
595,Feedback,Pending,Yes,Phone,2024-10-12,5269
596,Feedback,Resolved,No ,Phone,2024-11-02,6545
597,Complaint,Pending,No ,Email,2024-10-07,399
598,Feedback,Implemented,Yes,Email,2024-10-27,10999
599,Feedback,Resolved,Yes,Phone,2024-10-06,5041
600,Support Request,Pending,Yes,Phone,2024-10-31,6868
601,Feedback,Unresolved,No ,Chat,2024-10-22,878
602,Complaint,Unresolved,No ,Email,2024-10-26,8705
603,Feedback,Implemented,No ,Phone,2024-10-07,7528
604,Feedback,Resolved,No ,Chat,2024-11-02,7755
605,Feedback,Pending,No ,Email,2024-11-01,2545
606,Feedback,Pending,No ,Phone,2024-11-02,10353
607,Complaint,Implemented,Yes,Phone,2024-10-14,2282
608,Feedback,Pending,Yes,Email,2024-10-09,1463
609,Complaint,Unresolved,Yes,Chat,2024-10-19,8336
610,Feedback,Implemented,No ,Email,2024-10-16,2365
611,Support Request,Unresolved,Yes,Phone,2024-10-06,10411
612,Support Request,Unresolved,Yes,Phone,2024-10-20,4836
613,Feedback,Resolved,No ,Email,2024-10-08,2878
614,Feedback,Implemented,Yes,Phone,2024-10-30,10095
615,Complaint,Unresolved,Yes,Phone,2024-10-16,3670
616,Complaint,Pending,Yes,Chat,2024-10-26,49
617,Support Request,Resolved,No ,Email,2024-10-04,9560
618,Support Request,Unresolved,No ,Chat,2024-10-05,5938
619,Complaint,Implemented,No ,Phone,2024-10-13,5639
620,Support Request,Pending,No ,Chat,2024-10-06,3037
621,Feedback,Implemented,No ,Chat,2024-10-23,3940
622,Complaint,Resolved,No ,Email,2024-10-29,5274
623,Complaint,Implemented,Yes,Email,2024-10-07,2344
624,Feedback,Pending,Yes,Email,2024-10-14,9084
625,Feedback,Unresolved,Yes,Email,2024-10-06,3434
626,Feedback,Unresolved,No ,Phone,2024-10-07,3848
627,Support Request,Pending,No ,Chat,2024-10-21,7009
628,Feedback,Pending,Yes,Phone,2024-10-07,1464
629,Feedback,Pending,No ,Email,2024-10-27,4159
630,Complaint,Pending,Yes,Phone,2024-10-14,5717
631,Support Request,Implemented,No ,Email,2024-11-02,3134
632,Support Request,Resolved,No ,Phone,2024-10-16,4313
633,Support Request,Pending,Yes,Phone,2024-10-20,10520
634,Support Request,Pending,Yes,Chat,2024-10-09,2249
635,Support Request,Unresolved,Yes,Email,2024-10-08,4992
636,Complaint,Pending,Yes,Email,2024-10-12,1550
637,Feedback,Resolved,Yes,Chat,2024-10-28,190
638,Feedback,Unresolved,No ,Phone,2024-10-06,263
639,Complaint,Unresolved,Yes,Chat,2024-10-26,5952
640,Support Request,Pending,Yes,Phone,2024-10-26,7851
641,Support Request,Resolved,Yes,Phone,2024-10-28,1369
642,Support Request,Resolved,No ,Chat,2024-10-27,5731
643,Feedback,Resolved,Yes,Chat,2024-10-29,2330
644,Support Request,Resolved,Yes,Phone,2024-10-17,6368
645,Feedback,Implemented,Yes,Phone,2024-10-06,1407
646,Complaint,Resolved,No ,Email,2024-10-12,9207
647,Feedback,Resolved,No ,Phone,2024-10-29,4182
648,Complaint,Unresolved,No ,Phone,2024-10-07,9093
649,Support Request,Resolved,Yes,Phone,2024-10-29,10835
650,Feedback,Resolved,No ,Chat,2024-10-15,808
651,Complaint,Resolved,No ,Email,2024-10-04,8446
652,Feedback,Implemented,No ,Phone,2024-10-25,1710
653,Support Request,Unresolved,No ,Email,2024-10-29,9082
654,Support Request,Resolved,Yes,Chat,2024-10-11,6468
655,Complaint,Implemented,No ,Email,2024-10-20,7504
656,Support Request,Resolved,No ,Chat,2024-10-27,9088
657,Complaint,Pending,No ,Chat,2024-10-20,9423
658,Complaint,Implemented,No ,Email,2024-11-01,8264
659,Feedback,Unresolved,No ,Phone,2024-10-14,1637
660,Feedback,Pending,Yes,Email,2024-10-19,5529
661,Complaint,Resolved,No ,Phone,2024-10-05,4107
662,Support Request,Implemented,Yes,Phone,2024-10-07,7853
663,Complaint,Implemented,No ,Chat,2024-10-06,9161
664,Complaint,Implemented,No ,Email,2024-10-07,5569
665,Feedback,Resolved,Yes,Email,2024-10-05,4662
666,Complaint,Pending,No ,Email,2024-10-25,5095
667,Feedback,Resolved,Yes,Chat,2024-10-15,7338
668,Feedback,Unresolved,No ,Phone,2024-10-06,3709
669,Support Request,Implemented,Yes,Phone,2024-10-09,6121
670,Complaint,Implemented,No ,Email,2024-10-09,4571
671,Feedback,Pending,No ,Email,2024-10-18,5459
672,Complaint,Pending,Yes,Phone,2024-10-10,46
673,Support Request,Pending,No ,Chat,2024-10-31,9295
674,Support Request,Pending,Yes,Phone,2024-10-31,779
675,Feedback,Pending,No ,Chat,2024-10-20,4309
676,Support Request,Implemented,No ,Email,2024-10-05,1207
677,Support Request,Unresolved,No ,Chat,2024-10-16,8691
678,Feedback,Implemented,No ,Email,2024-10-10,4952
679,Support Request,Unresolved,No ,Chat,2024-10-17,2065
680,Complaint,Pending,No ,Email,2024-10-21,3664
681,Complaint,Unresolved,Yes,Chat,2024-10-13,2291
682,Support Request,Pending,No ,Phone,2024-10-16,3569
683,Feedback,Pending,Yes,Phone,2024-10-24,7534
684,Feedback,Resolved,No ,Phone,2024-10-06,3540
685,Support Request,Resolved,Yes,Chat,2024-10-12,5339
686,Complaint,Pending,Yes,Phone,2024-10-21,6585
687,Support Request,Resolved,Yes,Email,2024-10-11,8467
688,Feedback,Implemented,Yes,Email,2024-10-25,61
689,Complaint,Resolved,No ,Chat,2024-10-05,6315
690,Support Request,Implemented,No ,Email,2024-10-30,6441
691,Feedback,Pending,Yes,Phone,2024-10-31,10257
692,Support Request,Unresolved,Yes,Email,2024-10-09,9519
693,Complaint,Pending,Yes,Phone,2024-10-31,597
694,Support Request,Pending,No ,Chat,2024-10-06,7322
695,Complaint,Pending,No ,Email,2024-10-18,4092
696,Support Request,Unresolved,Yes,Email,2024-10-06,5125
697,Support Request,Pending,Yes,Email,2024-10-13,1678
698,Support Request,Pending,Yes,Email,2024-10-30,4547
699,Complaint,Pending,Yes,Email,2024-11-01,5409
700,Support Request,Unresolved,Yes,Phone,2024-10-26,909
701,Complaint,Unresolved,No ,Phone,2024-11-01,1476
702,Feedback,Resolved,No ,Phone,2024-10-06,9517
703,Complaint,Pending,Yes,Chat,2024-10-10,169
704,Feedback,Implemented,Yes,Phone,2024-10-21,1011
705,Complaint,Implemented,No ,Phone,2024-10-20,2817
706,Complaint,Implemented,No ,Phone,2024-10-04,2024
707,Feedback,Pending,Yes,Chat,2024-10-06,4091
708,Feedback,Pending,No ,Phone,2024-10-11,5676
709,Feedback,Unresolved,No ,Chat,2024-11-01,10104
710,Support Request,Resolved,Yes,Chat,2024-10-18,518
711,Support Request,Implemented,Yes,Email,2024-10-28,10403
712,Feedback,Pending,Yes,Email,2024-10-28,5066
713,Support Request,Resolved,No ,Chat,2024-10-15,534
714,Feedback,Pending,Yes,Chat,2024-10-04,198
715,Complaint,Pending,No ,Chat,2024-10-28,6853
716,Support Request,Resolved,Yes,Chat,2024-10-28,4258
717,Support Request,Unresolved,No ,Email,2024-10-18,2937
718,Feedback,Resolved,Yes,Email,2024-10-23,923
719,Feedback,Resolved,No ,Phone,2024-10-19,10946
720,Support Request,Resolved,Yes,Chat,2024-10-13,4085
721,Support Request,Unresolved,Yes,Phone,2024-10-26,10286
722,Support Request,Unresolved,Yes,Chat,2024-10-19,9819
723,Feedback,Pending,No ,Phone,2024-10-04,4399
724,Support Request,Pending,Yes,Phone,2024-10-25,6142
725,Support Request,Unresolved,No ,Chat,2024-10-12,10364
726,Complaint,Implemented,Yes,Phone,2024-10-16,3620
727,Complaint,Pending,No ,Chat,2024-10-25,7486
728,Feedback,Resolved,No ,Email,2024-10-26,9514
729,Support Request,Implemented,No ,Chat,2024-10-25,1631
730,Support Request,Unresolved,No ,Phone,2024-10-21,10073
731,Support Request,Resolved,No ,Email,2024-10-19,3027
732,Feedback,Unresolved,Yes,Chat,2024-10-18,859
733,Support Request,Implemented,No ,Email,2024-10-18,7102
734,Support Request,Resolved,No ,Phone,2024-10-29,10656
735,Support Request,Unresolved,No ,Chat,2024-11-02,4576
736,Complaint,Pending,No ,Email,2024-10-25,10801
737,Feedback,Resolved,Yes,Chat,2024-10-11,2870
738,Feedback,Pending,Yes,Chat,2024-10-13,1627
739,Complaint,Unresolved,Yes,Chat,2024-10-15,4735
740,Feedback,Implemented,Yes,Chat,2024-10-14,8669
741,Support Request,Implemented,Yes,Phone,2024-10-12,6832
742,Feedback,Implemented,No ,Phone,2024-10-09,1778
743,Feedback,Resolved,Yes,Chat,2024-10-17,8897
744,Feedback,Implemented,No ,Chat,2024-10-11,5308
745,Feedback,Pending,No ,Chat,2024-11-01,8931
746,Support Request,Implemented,Yes,Phone,2024-10-04,8741
747,Support Request,Unresolved,No ,Phone,2024-10-16,4490
748,Complaint,Unresolved,No ,Chat,2024-10-31,4662
749,Support Request,Resolved,Yes,Phone,2024-10-07,3221
750,Feedback,Unresolved,Yes,Email,2024-11-01,9870
751,Feedback,Unresolved,No ,Email,2024-10-15,8364
752,Feedback,Resolved,No ,Email,2024-10-26,10330
753,Complaint,Resolved,No ,Chat,2024-10-24,10838
754,Complaint,Resolved,Yes,Email,2024-10-06,9584
755,Feedback,Implemented,Yes,Phone,2024-10-04,7337
756,Complaint,Resolved,Yes,Email,2024-10-29,7687
757,Support Request,Unresolved,No ,Chat,2024-10-27,10879
758,Complaint,Resolved,No ,Email,2024-10-12,9681
759,Complaint,Resolved,Yes,Phone,2024-10-27,97
760,Complaint,Resolved,No ,Phone,2024-10-31,713
761,Support Request,Resolved,Yes,Phone,2024-10-12,6160
762,Support Request,Unresolved,Yes,Phone,2024-10-12,5376
763,Feedback,Unresolved,No ,Chat,2024-10-25,2912
764,Complaint,Implemented,Yes,Chat,2024-10-07,4218
765,Complaint,Resolved,Yes,Email,2024-10-27,6201
766,Feedback,Pending,Yes,Phone,2024-10-26,4188
767,Feedback,Unresolved,Yes,Phone,2024-10-27,5047
768,Complaint,Unresolved,Yes,Chat,2024-10-28,2696
769,Support Request,Unresolved,Yes,Chat,2024-10-11,6472
770,Support Request,Unresolved,Yes,Chat,2024-10-06,7028
771,Feedback,Resolved,Yes,Chat,2024-10-30,8901
772,Complaint,Unresolved,No ,Phone,2024-10-29,3927
773,Support Request,Resolved,No ,Email,2024-10-21,2579
774,Feedback,Unresolved,No ,Chat,2024-10-28,2701
775,Support Request,Resolved,Yes,Email,2024-10-25,4498
776,Support Request,Implemented,Yes,Chat,2024-11-02,2742
777,Support Request,Unresolved,Yes,Chat,2024-10-23,7261
778,Complaint,Pending,No ,Phone,2024-10-30,1081
779,Feedback,Resolved,No ,Phone,2024-10-23,4348
780,Feedback,Implemented,No ,Chat,2024-10-06,2246
781,Support Request,Pending,No ,Chat,2024-10-19,2206
782,Complaint,Resolved,No ,Email,2024-10-22,4768
783,Support Request,Implemented,Yes,Chat,2024-10-13,1717
784,Complaint,Pending,Yes,Chat,2024-11-01,4628
785,Support Request,Pending,Yes,Phone,2024-11-01,7218
786,Complaint,Unresolved,No ,Phone,2024-10-28,7735
787,Support Request,Implemented,No ,Email,2024-10-08,1828
788,Complaint,Implemented,Yes,Email,2024-10-30,8351
789,Feedback,Pending,No ,Email,2024-10-28,4970
790,Feedback,Unresolved,No ,Phone,2024-10-07,4442
791,Feedback,Implemented,No ,Email,2024-10-12,3859
792,Complaint,Implemented,Yes,Chat,2024-10-13,4103
793,Complaint,Implemented,No ,Phone,2024-10-30,8277
794,Support Request,Implemented,Yes,Email,2024-11-02,10182
795,Support Request,Pending,No ,Chat,2024-10-20,8884
796,Complaint,Resolved,No ,Phone,2024-10-27,3708
797,Support Request,Pending,No ,Email,2024-11-02,95
798,Complaint,Resolved,Yes,Phone,2024-10-30,10460
799,Support Request,Resolved,No ,Email,2024-10-08,4681
800,Complaint,Pending,Yes,Email,2024-10-06,7044
801,Support Request,Unresolved,Yes,Chat,2024-10-24,6277
802,Complaint,Unresolved,Yes,Email,2024-10-08,34
803,Feedback,Unresolved,Yes,Chat,2024-10-13,5293
804,Feedback,Unresolved,No ,Phone,2024-10-20,4670
805,Feedback,Pending,Yes,Email,2024-10-19,1298
806,Complaint,Resolved,No ,Email,2024-10-07,9036
807,Feedback,Pending,Yes,Chat,2024-10-24,10793
808,Support Request,Pending,Yes,Phone,2024-10-10,9977
809,Complaint,Pending,Yes,Phone,2024-10-12,9380
810,Feedback,Unresolved,No ,Phone,2024-10-06,10740
811,Support Request,Resolved,Yes,Phone,2024-10-11,9993
812,Feedback,Resolved,Yes,Email,2024-10-11,8898
813,Feedback,Unresolved,Yes,Email,2024-10-16,3200
814,Feedback,Unresolved,No ,Chat,2024-10-23,2804
815,Feedback,Implemented,Yes,Chat,2024-10-18,5338
816,Complaint,Implemented,Yes,Email,2024-10-25,2226
817,Support Request,Implemented,No ,Phone,2024-10-29,7999
818,Support Request,Implemented,Yes,Email,2024-10-05,1810
819,Support Request,Resolved,Yes,Chat,2024-10-18,4067
820,Complaint,Unresolved,Yes,Phone,2024-10-05,6076
821,Support Request,Implemented,No ,Phone,2024-10-21,4231
822,Feedback,Unresolved,No ,Email,2024-10-06,1691
823,Feedback,Resolved,Yes,Chat,2024-10-29,5480
824,Complaint,Unresolved,No ,Email,2024-10-29,187
825,Complaint,Resolved,Yes,Chat,2024-10-15,9838
826,Complaint,Unresolved,Yes,Email,2024-10-24,8876
827,Complaint,Resolved,No ,Email,2024-10-20,9470
828,Feedback,Implemented,Yes,Chat,2024-10-18,10307
829,Feedback,Implemented,Yes,Chat,2024-10-27,3960
830,Complaint,Resolved,No ,Chat,2024-10-25,2902
831,Complaint,Unresolved,No ,Chat,2024-10-20,3513
832,Feedback,Resolved,Yes,Phone,2024-10-14,1961
833,Feedback,Implemented,No ,Phone,2024-10-17,6155
834,Complaint,Unresolved,Yes,Chat,2024-10-12,9010
835,Support Request,Implemented,Yes,Phone,2024-10-22,3542
836,Feedback,Pending,No ,Phone,2024-10-30,4789
837,Feedback,Pending,Yes,Email,2024-10-20,7523
838,Support Request,Resolved,No ,Chat,2024-10-04,4737
839,Complaint,Pending,No ,Chat,2024-10-05,7329
840,Support Request,Resolved,No ,Chat,2024-10-14,7461
841,Complaint,Unresolved,No ,Chat,2024-10-17,711
842,Feedback,Unresolved,No ,Phone,2024-10-21,1824
843,Support Request,Unresolved,No ,Phone,2024-10-21,4018
844,Support Request,Implemented,Yes,Chat,2024-10-16,10918
845,Complaint,Pending,Yes,Phone,2024-10-05,10373
846,Support Request,Pending,Yes,Phone,2024-10-08,7138
847,Complaint,Implemented,Yes,Chat,2024-10-04,9572
848,Feedback,Pending,Yes,Phone,2024-10-06,8371
849,Support Request,Implemented,Yes,Phone,2024-10-06,9069
850,Feedback,Unresolved,Yes,Email,2024-10-22,9121
851,Feedback,Unresolved,Yes,Chat,2024-10-14,1166
852,Feedback,Pending,No ,Chat,2024-10-04,7513
853,Support Request,Implemented,No ,Email,2024-10-15,5719
854,Complaint,Resolved,No ,Email,2024-10-05,6166
855,Complaint,Pending,No ,Chat,2024-10-24,722
856,Complaint,Unresolved,No ,Phone,2024-10-12,2386
857,Complaint,Implemented,Yes,Phone,2024-10-30,8384
858,Feedback,Unresolved,Yes,Chat,2024-10-27,9666
